location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,year_id,mx,lower,upper
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1980,76.63156428,73.24738175,80.05100082
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1981,76.66094051,73.64243362,80.02226429
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1982,73.73572806,70.78790271,77.14157574
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1983,74.3058212,71.47265856,77.40160721
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1984,72.79515904,70.11861647,75.78639978
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1985,75.22969721,72.60690372,78.09432372
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1986,76.53426897,74.00346403,79.38665465
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1987,77.92946556,75.40039603,80.7155154
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1988,81.59223193,78.99635527,84.21541943
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1989,83.17049633,80.94090739,85.57422384
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1990,83.20831665,80.84763045,85.67982528
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1991,86.16728152,83.8399772,88.52464829
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1992,87.64509739,85.28990043,90.13784328
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1993,90.66093018,88.20572003,93.12798188
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1994,92.73192076,90.18336939,95.18458265
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1995,92.46669324,89.96203248,95.05813849
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1996,84.63525102,82.02353453,87.09594633
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1997,74.7067348,72.22967449,77.27422194
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1998,72.54380926,70.16054129,74.94478315
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,1999,72.06520416,69.73777402,74.76073217
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2000,70.07829621,67.90412942,72.40587443
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2001,68.23274028,66.14579105,70.6779294
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2002,66.91437201,64.73111758,69.07370637
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2003,65.11740941,62.93773021,67.21836027
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2004,61.96394015,59.82975422,63.88777556
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2005,60.91051196,58.45798075,62.77357008
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2006,58.38256628,55.80668411,60.36783503
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2007,57.26847739,54.40690542,59.25858906
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2008,55.42845532,52.55249708,57.37596644
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2009,54.30133354,50.99671075,56.45017773
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2010,52.5223991,49.47177476,54.66584696
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2011,51.37753373,48.10788131,53.58884598
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2012,51.6139478,48.42570868,53.83411517
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2013,51.51031037,48.32924941,53.70785371
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Male,2014,51.69040929,48.67006916,54.0044476
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1980,44.79319667,42.89458645,46.74263764
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1981,44.65948502,42.85156246,46.6890935
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1982,43.94805314,42.30450225,45.79960537
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1983,43.56358627,41.96403419,45.30039112
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1984,43.43534789,41.83808759,45.07274618
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1985,44.44083356,42.95526439,46.21481049
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1986,44.48192064,42.90130628,46.14061903
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1987,45.26400396,43.67379116,46.95581968
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1988,46.48236006,44.96051465,48.08214472
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1989,45.56416763,44.12023365,47.21618513
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1990,46.05592813,44.61045478,47.66219567
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1991,46.84332433,45.30948596,48.48737533
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1992,46.92976805,45.42802655,48.55035287
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1993,49.25684727,47.72538943,50.89443575
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1994,50.08673517,48.45554134,51.77318044
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1995,50.95565655,49.37443233,52.69750761
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1996,49.85843033,48.23677222,51.62243388
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1997,48.66630912,47.00897997,50.38488742
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1998,49.01427296,47.39463067,50.79777855
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,1999,50.32008873,48.68591804,52.07913597
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2000,49.94463377,48.34780859,51.67184938
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2001,48.97108022,47.47528812,50.71517319
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2002,48.43721314,46.91287917,50.07768179
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2003,48.54030532,47.0345946,50.07533714
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2004,45.97518761,44.42743415,47.47082245
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2005,45.79608198,44.18596257,47.3722901
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2006,45.3624551,43.66204898,46.99564504
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2007,44.04001534,42.30984054,45.54621116
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2008,43.35823369,41.31724612,44.85823958
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2009,43.62388948,41.56669606,45.17493795
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2010,41.95944172,39.78292636,43.56627678
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2011,41.60022885,39.22682581,43.23582941
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2012,42.21832379,39.99572639,43.98551315
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2013,41.78069561,39.49240942,43.53399729
556,North Carolina,37,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Female,2014,41.66721328,39.56262492,43.57174317
556,North Carolina,37,296,HIV/AIDS and tuberculosis,1,Male,1980,2.159021249,1.958274637,2.382028565
556,North Carolina,37,296,HIV/AIDS and tuberculosis,1,Male,1981,2.179535986,1.994815183,2.386669881
556,North Carolina,37,296,HIV/AIDS and tuberculosis,1,Male,1982,2.141836186,1.972231455,2.336557107
556,North Carolina,37,296,HIV/AIDS and tuberculosis,1,Male,1983,2.339713081,2.172644285,2.513955653
556,North Carolina,37,296,HIV/AIDS and tuberculosis,1,Male,1984,2.749011038,2.586017381,2.920461886
556,North Carolina,37,296,HIV/AIDS and tuberculosis,1,Male,1985,3.667858265,3.486971492,3.856621775
556,North Carolina,37,296,HIV/AIDS and tuberculosis,1,Male,1986,5.188470937,4.984267179,5.406490804
556,North Carolina,37,296,HIV/AIDS and tuberculosis,1,Male,1987,8.625985997,8.366857583,8.907465285
